oe__area.code,oe__voice.plan,oe__intl.plan,std_scaler__account.length,std_scaler__intl.calls,std_scaler__day.calls,std_scaler__eve.calls,std_scaler__night.calls,std_scaler__total.mins,std_scaler__intl_ratio,std_scaler__day_ratio,std_scaler__eve_ratio,std_scaler__night_ratio,std_scaler__day.charge_per_min,std_scaler__eve.charge_per_min,std_scaler__night.charge_per_min,std_scaler__intl.charge_per_min,std_scaler__customer.calls,robust__voice.messages,remainder__state_freq
0.0,0.0,0.0,-1.3714047082271734,0.4609279598825926,-1.6848117516905363,-0.4650640740276549,0.3589457152180697,1.6185381235079688,0.07768160694367965,0.6061626581952358,0.2138715007117117,-0.8549102455855306,0.2379167288220348,-0.86137164688944,0.575061596705293,0.28680016611014475,0.46206293711803165,0.0,0.022881569021875787
0.0,0.0,0.0,-0.5599899370674806,-1.2051041452537794,-1.6848117516905363,1.3599843343401674,0.10465680050392549,0.25561190373894227,1.1227686496719806,0.8288808721493123,-0.19719520805790325,-0.7445890201118573,0.5305816866837186,-0.6579323051581621,0.8501363718700355,-0.6138097765272433,-1.3497431273812648,0.0,0.014332411365350767
1.0,1.0,0.0,-0.4839198022712593,0.022704195008022055,-0.0017056644615739286,-0.16088933929968452,1.0200968934748447,0.2544938346497139,-0.37476538928107456,0.51220745173121,0.3825821900071728,-0.8958362363547826,0.3293222579154239,0.619457457463049,-0.5767426874764839,0.14156189111937212,-1.3497431273812648,1.2232527105911302,0.017098315313050037
1.0,0.0,0.0,-0.0021422818951915995,-0.513638346619712,-1.5828053221615084,-1.377588278211566,-0.40392102892436293,-0.4845498333300444,0.222702698052129,-0.9001303550785109,1.6177898461345124,-0.7318324046179039,0.6426752846921037,-0.17117069099936838,0.16789927633764215,0.42226278797651995,-0.4438400951316166,0.0,0.02388735227558461
2.0,1.0,0.0,-0.3571362442775573,0.4609279598825926,0.9163522012996783,1.816246436432123,0.4606612811037274,-0.03284992128190256,-0.6601171983888394,-0.48847972862303374,-0.07161867659934985,0.6207464437727317,-1.5112736333303531,1.3352011678120004,-0.4364479288633344,0.5663262112313363,1.36796596936768,1.200473444330449,0.017852652753331658
1.0,0.0,1.0,-0.027498993493932006,0.83144087376813,1.3753811341803044,-0.4143682849063265,-0.04791654832456104,-0.27211670637670965,-0.0622432116529163,0.5807838733462213,-0.8624229099527001,0.27342007946451996,-1.2394673940627632,-0.05086930943497599,-1.3881313050256523,-1.136241518143845,1.820917485492504,0.0,0.01835554438018607
1.0,1.0,0.0,0.8599859124619822,0.4609279598825926,-1.2767860335744243,0.14328539542828586,-1.014214424238309,-0.5337448732560809,0.3551574676829037,1.433072804324957,-2.157366286873901,0.6751152362854963,-0.17126887375368968,1.4994761873368532,-0.611295869339278,0.11124736020221279,0.46206293711803165,1.234113755959037,0.022881569021875787
1.0,0.0,0.0,0.6317755080733185,-1.2051041452537794,1.6303972080028746,1.309288545218839,-1.1667877730667957,0.33834901634181974,-0.9240748413522074,-1.0425022868599187,-0.023161781698032888,1.163872497770304,0.956401084521142,1.1030137893083862,-1.079214770293333,-0.18280358969360377,-0.4438400951316166,0.0,0.02187578576816696
1.0,0.0,0.0,-0.6107033602649613,-1.2051041452537794,-0.15471530875511597,-0.2622809175423413,0.257230149332412,1.797429177784461,-1.418187249799359,0.7773358959454924,-0.33221154251237517,-0.36869444266394347,0.021845123501635998,-1.0739399418222262,0.6263096041801671,0.2258126653563,-1.3497431273812648,0.0,0.017852652753331658
1.0,0.0,0.0,-0.0021422818951915995,-1.2051041452537794,-0.20571852351963,-0.5664556522703117,-0.3530632459815341,0.1773470674929768,0.2774093536043126,-1.5569909380862526,-0.17560593515591238,1.7628676508037782,-0.6360719368714878,-0.5091573921086336,-0.5703178603390369,0.08611480038212321,1.820917485492504,0.0,0.02036711088760372
